prov_state,country,date,cum_cases,cases_incid,epiweek,China_source
Victoria,Australia,2020-01-28,1,0,5,FALSE
Victoria,Australia,2020-01-29,2,1,5,FALSE
Victoria,Australia,2020-01-30,3,1,5,FALSE
Victoria,Australia,2020-01-31,3,0,5,FALSE
Victoria,Australia,2020-02-01,4,1,5,FALSE
Victoria,Australia,2020-02-02,4,0,6,FALSE
Victoria,Australia,2020-02-03,4,0,6,FALSE
Victoria,Australia,2020-02-04,4,0,6,FALSE
Victoria,Australia,2020-02-05,4,0,6,FALSE
Victoria,Australia,2020-02-06,4,0,6,FALSE
Washington,US,2020-01-20,0,0,4,FALSE
Washington,US,2020-01-21,1,1,4,FALSE
Washington,US,2020-01-22,1,0,4,FALSE
Washington,US,2020-01-23,1,0,4,FALSE
Washington,US,2020-01-24,1,0,4,FALSE
Washington,US,2020-01-25,1,0,4,FALSE
Washington,US,2020-01-26,1,0,5,FALSE
Washington,US,2020-01-27,1,0,5,FALSE
Washington,US,2020-01-28,1,0,5,FALSE
Washington,US,2020-01-29,1,0,5,FALSE
Washington,US,2020-01-30,1,0,5,FALSE
Washington,US,2020-01-31,1,0,5,FALSE
Washington,US,2020-02-01,1,0,5,FALSE
Washington,US,2020-02-02,1,0,6,FALSE
Washington,US,2020-02-03,1,0,6,FALSE
Washington,US,2020-02-04,1,0,6,FALSE
Washington,US,2020-02-05,1,0,6,FALSE
Washington,US,2020-02-06,1,0,6,FALSE
Xinjiang,Mainland China,2020-01-20,0,0,4,TRUE
Xinjiang,Mainland China,2020-01-21,0,0,4,TRUE
Xinjiang,Mainland China,2020-01-22,0,0,4,TRUE
Xinjiang,Mainland China,2020-01-23,2,2,4,TRUE
Xinjiang,Mainland China,2020-01-24,2,0,4,TRUE
Xinjiang,Mainland China,2020-01-25,4,2,4,TRUE
Xinjiang,Mainland China,2020-01-26,5,1,5,TRUE
Xinjiang,Mainland China,2020-01-27,5,0,5,TRUE
Xinjiang,Mainland China,2020-01-28,13,8,5,TRUE
Xinjiang,Mainland China,2020-01-29,14,1,5,TRUE
Xinjiang,Mainland China,2020-01-30,14,0,5,TRUE
Xinjiang,Mainland China,2020-01-31,17,3,5,TRUE
Xinjiang,Mainland China,2020-02-01,18,1,5,TRUE
Xinjiang,Mainland China,2020-02-02,24,6,6,TRUE
Xinjiang,Mainland China,2020-02-03,24,0,6,TRUE
Xinjiang,Mainland China,2020-02-04,32,8,6,TRUE
Xinjiang,Mainland China,2020-02-05,32,0,6,TRUE
Xinjiang,Mainland China,2020-02-06,36,4,6,TRUE
Yunnan,Mainland China,2020-01-20,0,0,4,TRUE
Yunnan,Mainland China,2020-01-21,1,1,4,TRUE
Yunnan,Mainland China,2020-01-22,1,0,4,TRUE
Yunnan,Mainland China,2020-01-23,2,1,4,TRUE
Yunnan,Mainland China,2020-01-24,5,3,4,TRUE
Yunnan,Mainland China,2020-01-25,11,6,4,TRUE
Yunnan,Mainland China,2020-01-26,19,8,5,TRUE
Yunnan,Mainland China,2020-01-27,26,7,5,TRUE
Yunnan,Mainland China,2020-01-28,44,18,5,TRUE
Yunnan,Mainland China,2020-01-29,55,11,5,TRUE
Yunnan,Mainland China,2020-01-30,70,15,5,TRUE
Yunnan,Mainland China,2020-01-31,83,13,5,TRUE
Yunnan,Mainland China,2020-02-01,91,8,5,TRUE
Yunnan,Mainland China,2020-02-02,105,14,6,TRUE
Yunnan,Mainland China,2020-02-03,117,12,6,TRUE
Yunnan,Mainland China,2020-02-04,122,5,6,TRUE
Yunnan,Mainland China,2020-02-05,124,2,6,TRUE
Yunnan,Mainland China,2020-02-06,133,9,6,TRUE
Zhejiang,Mainland China,2020-01-20,0,0,4,TRUE
Zhejiang,Mainland China,2020-01-21,5,5,4,TRUE
Zhejiang,Mainland China,2020-01-22,10,5,4,TRUE
Zhejiang,Mainland China,2020-01-23,27,17,4,TRUE
Zhejiang,Mainland China,2020-01-24,43,16,4,TRUE
Zhejiang,Mainland China,2020-01-25,104,61,4,TRUE
Zhejiang,Mainland China,2020-01-26,128,24,5,TRUE
Zhejiang,Mainland China,2020-01-27,173,45,5,TRUE
Zhejiang,Mainland China,2020-01-28,296,123,5,TRUE
Zhejiang,Mainland China,2020-01-29,428,132,5,TRUE
Zhejiang,Mainland China,2020-01-30,428,0,5,TRUE
Zhejiang,Mainland China,2020-01-31,538,110,5,TRUE
Zhejiang,Mainland China,2020-02-01,599,61,5,TRUE
Zhejiang,Mainland China,2020-02-02,724,125,6,TRUE
Zhejiang,Mainland China,2020-02-03,724,0,6,TRUE
Zhejiang,Mainland China,2020-02-04,895,171,6,TRUE
Zhejiang,Mainland China,2020-02-05,895,0,6,TRUE
Zhejiang,Mainland China,2020-02-06,954,59,6,TRUE
NA,Belgium,2020-01-20,0,0,4,FALSE
NA,Belgium,2020-01-21,0,0,4,FALSE
NA,Belgium,2020-01-22,0,0,4,FALSE
NA,Belgium,2020-01-23,0,0,4,FALSE
NA,Belgium,2020-01-24,0,0,4,FALSE
NA,Belgium,2020-01-25,0,0,4,FALSE
NA,Belgium,2020-01-26,0,0,5,FALSE
NA,Belgium,2020-01-27,0,0,5,FALSE
NA,Belgium,2020-01-28,0,0,5,FALSE
NA,Belgium,2020-01-29,0,0,5,FALSE
NA,Belgium,2020-01-30,0,0,5,FALSE
NA,Belgium,2020-01-31,0,0,5,FALSE
NA,Belgium,2020-02-01,0,0,5,FALSE
NA,Belgium,2020-02-02,0,0,6,FALSE
NA,Belgium,2020-02-03,0,0,6,FALSE
NA,Belgium,2020-02-04,1,1,6,FALSE
NA,Belgium,2020-02-05,1,0,6,FALSE
NA,Belgium,2020-02-06,1,0,6,FALSE
NA,Cambodia,2020-01-20,0,0,4,FALSE
NA,Cambodia,2020-01-21,0,0,4,FALSE
NA,Cambodia,2020-01-22,0,0,4,FALSE
NA,Cambodia,2020-01-23,0,0,4,FALSE
NA,Cambodia,2020-01-24,0,0,4,FALSE
NA,Cambodia,2020-01-25,0,0,4,FALSE
NA,Cambodia,2020-01-26,0,0,5,FALSE
NA,Cambodia,2020-01-27,1,1,5,FALSE
NA,Cambodia,2020-01-28,1,0,5,FALSE
NA,Cambodia,2020-01-29,1,0,5,FALSE
NA,Cambodia,2020-01-30,1,0,5,FALSE
NA,Cambodia,2020-01-31,1,0,5,FALSE
NA,Cambodia,2020-02-01,1,0,5,FALSE
NA,Cambodia,2020-02-02,1,0,6,FALSE
NA,Cambodia,2020-02-03,1,0,6,FALSE
NA,Cambodia,2020-02-04,1,0,6,FALSE
NA,Cambodia,2020-02-05,1,0,6,FALSE
NA,Cambodia,2020-02-06,1,0,6,FALSE
NA,Finland,2020-01-20,0,0,4,FALSE
NA,Finland,2020-01-21,0,0,4,FALSE
NA,Finland,2020-01-22,0,0,4,FALSE
NA,Finland,2020-01-23,0,0,4,FALSE
NA,Finland,2020-01-24,0,0,4,FALSE
NA,Finland,2020-01-25,0,0,4,FALSE
NA,Finland,2020-01-26,0,0,5,FALSE
NA,Finland,2020-01-27,0,0,5,FALSE
NA,Finland,2020-01-28,0,0,5,FALSE
NA,Finland,2020-01-29,1,1,5,FALSE
NA,Finland,2020-01-30,1,0,5,FALSE
NA,Finland,2020-01-31,1,0,5,FALSE
NA,Finland,2020-02-01,1,0,5,FALSE
NA,Finland,2020-02-02,1,0,6,FALSE
NA,Finland,2020-02-03,1,0,6,FALSE
NA,Finland,2020-02-04,1,0,6,FALSE
NA,Finland,2020-02-05,1,0,6,FALSE
NA,Finland,2020-02-06,1,0,6,FALSE
NA,France,2020-01-20,0,0,4,FALSE
NA,France,2020-01-21,0,0,4,FALSE
NA,France,2020-01-22,0,0,4,FALSE
NA,France,2020-01-23,0,0,4,FALSE
NA,France,2020-01-24,2,2,4,FALSE
NA,France,2020-01-25,3,1,4,FALSE
NA,France,2020-01-26,3,0,5,FALSE
NA,France,2020-01-27,3,0,5,FALSE
NA,France,2020-01-28,4,1,5,FALSE
NA,France,2020-01-29,5,1,5,FALSE
NA,France,2020-01-30,5,0,5,FALSE
NA,France,2020-01-31,6,1,5,FALSE
NA,France,2020-02-01,6,0,5,FALSE
NA,France,2020-02-02,6,0,6,FALSE
NA,France,2020-02-03,6,0,6,FALSE
NA,France,2020-02-04,6,0,6,FALSE
NA,France,2020-02-05,6,0,6,FALSE
NA,France,2020-02-06,6,0,6,FALSE
NA,Germany,2020-01-20,0,0,4,FALSE
NA,Germany,2020-01-21,0,0,4,FALSE
NA,Germany,2020-01-22,0,0,4,FALSE
NA,Germany,2020-01-23,0,0,4,FALSE
NA,Germany,2020-01-24,0,0,4,FALSE
NA,Germany,2020-01-25,0,0,4,FALSE
NA,Germany,2020-01-26,0,0,5,FALSE
NA,Germany,2020-01-27,1,1,5,FALSE
NA,Germany,2020-01-28,4,3,5,FALSE
NA,Germany,2020-01-29,4,0,5,FALSE
NA,Germany,2020-01-30,4,0,5,FALSE
NA,Germany,2020-01-31,7,3,5,FALSE
NA,Germany,2020-02-01,7,0,5,FALSE
NA,Germany,2020-02-02,10,3,6,FALSE
NA,Germany,2020-02-03,10,0,6,FALSE
NA,Germany,2020-02-04,12,2,6,FALSE
NA,Germany,2020-02-05,12,0,6,FALSE
NA,Germany,2020-02-06,12,0,6,FALSE
NA,India,2020-01-20,0,0,4,FALSE
NA,India,2020-01-21,0,0,4,FALSE
NA,India,2020-01-22,0,0,4,FALSE
NA,India,2020-01-23,0,0,4,FALSE
NA,India,2020-01-24,0,0,4,FALSE
NA,India,2020-01-25,0,0,4,FALSE
NA,India,2020-01-26,0,0,5,FALSE
NA,India,2020-01-27,0,0,5,FALSE
NA,India,2020-01-28,0,0,5,FALSE
NA,India,2020-01-29,1,1,5,FALSE
NA,India,2020-01-30,1,0,5,FALSE
NA,India,2020-01-31,1,0,5,FALSE
NA,India,2020-02-01,1,0,5,FALSE
NA,India,2020-02-02,2,1,6,FALSE
NA,India,2020-02-03,2,0,6,FALSE
NA,India,2020-02-04,3,1,6,FALSE
NA,India,2020-02-05,3,0,6,FALSE
NA,India,2020-02-06,3,0,6,FALSE
NA,Italy,2020-01-20,0,0,4,FALSE
NA,Italy,2020-01-21,0,0,4,FALSE
NA,Italy,2020-01-22,0,0,4,FALSE
NA,Italy,2020-01-23,0,0,4,FALSE
NA,Italy,2020-01-24,0,0,4,FALSE
NA,Italy,2020-01-25,0,0,4,FALSE
NA,Italy,2020-01-26,0,0,5,FALSE
NA,Italy,2020-01-27,0,0,5,FALSE
NA,Italy,2020-01-28,0,0,5,FALSE
NA,Italy,2020-01-29,0,0,5,FALSE
NA,Italy,2020-01-30,0,0,5,FALSE
NA,Italy,2020-01-31,2,2,5,FALSE
NA,Italy,2020-02-01,2,0,5,FALSE
NA,Italy,2020-02-02,2,0,6,FALSE
NA,Italy,2020-02-03,2,0,6,FALSE
NA,Italy,2020-02-04,2,0,6,FALSE
NA,Italy,2020-02-05,2,0,6,FALSE
NA,Italy,2020-02-06,2,0,6,FALSE
NA,Japan,2020-01-20,0,0,4,FALSE
NA,Japan,2020-01-21,1,1,4,FALSE
NA,Japan,2020-01-22,2,1,4,FALSE
NA,Japan,2020-01-23,2,0,4,FALSE
NA,Japan,2020-01-24,2,0,4,FALSE
NA,Japan,2020-01-25,2,0,4,FALSE
NA,Japan,2020-01-26,4,2,5,FALSE
NA,Japan,2020-01-27,4,0,5,FALSE
NA,Japan,2020-01-28,7,3,5,FALSE
NA,Japan,2020-01-29,11,4,5,FALSE
NA,Japan,2020-01-30,11,0,5,FALSE
NA,Japan,2020-01-31,17,6,5,FALSE
NA,Japan,2020-02-01,17,0,5,FALSE
NA,Japan,2020-02-02,20,3,6,FALSE
NA,Japan,2020-02-03,20,0,6,FALSE
NA,Japan,2020-02-04,22,2,6,FALSE
NA,Japan,2020-02-05,22,0,6,FALSE
NA,Japan,2020-02-06,45,23,6,FALSE
NA,Malaysia,2020-01-20,0,0,4,FALSE
NA,Malaysia,2020-01-21,0,0,4,FALSE
NA,Malaysia,2020-01-22,0,0,4,FALSE
NA,Malaysia,2020-01-23,0,0,4,FALSE
NA,Malaysia,2020-01-24,0,0,4,FALSE
NA,Malaysia,2020-01-25,3,3,4,FALSE
NA,Malaysia,2020-01-26,4,1,5,FALSE
NA,Malaysia,2020-01-27,4,0,5,FALSE
NA,Malaysia,2020-01-28,7,3,5,FALSE
NA,Malaysia,2020-01-29,7,0,5,FALSE
NA,Malaysia,2020-01-30,8,1,5,FALSE
NA,Malaysia,2020-01-31,8,0,5,FALSE
NA,Malaysia,2020-02-01,8,0,5,FALSE
NA,Malaysia,2020-02-02,8,0,6,FALSE
NA,Malaysia,2020-02-03,8,0,6,FALSE
NA,Malaysia,2020-02-04,10,2,6,FALSE
NA,Malaysia,2020-02-05,10,0,6,FALSE
NA,Malaysia,2020-02-06,12,2,6,FALSE
NA,Nepal,2020-01-20,0,0,4,FALSE
NA,Nepal,2020-01-21,0,0,4,FALSE
NA,Nepal,2020-01-22,0,0,4,FALSE
NA,Nepal,2020-01-23,0,0,4,FALSE
NA,Nepal,2020-01-24,0,0,4,FALSE
NA,Nepal,2020-01-25,1,1,4,FALSE
NA,Nepal,2020-01-26,1,0,5,FALSE
NA,Nepal,2020-01-27,1,0,5,FALSE
NA,Nepal,2020-01-28,1,0,5,FALSE
NA,Nepal,2020-01-29,1,0,5,FALSE
NA,Nepal,2020-01-30,1,0,5,FALSE
NA,Nepal,2020-01-31,1,0,5,FALSE
NA,Nepal,2020-02-01,1,0,5,FALSE
NA,Nepal,2020-02-02,1,0,6,FALSE
NA,Nepal,2020-02-03,1,0,6,FALSE
NA,Nepal,2020-02-04,1,0,6,FALSE
NA,Nepal,2020-02-05,1,0,6,FALSE
NA,Nepal,2020-02-06,1,0,6,FALSE
NA,Philippines,2020-01-20,0,0,4,FALSE
NA,Philippines,2020-01-21,0,0,4,FALSE
NA,Philippines,2020-01-22,0,0,4,FALSE
NA,Philippines,2020-01-23,0,0,4,FALSE
NA,Philippines,2020-01-24,0,0,4,FALSE
NA,Philippines,2020-01-25,0,0,4,FALSE
NA,Philippines,2020-01-26,0,0,5,FALSE
NA,Philippines,2020-01-27,0,0,5,FALSE
NA,Philippines,2020-01-28,0,0,5,FALSE
NA,Philippines,2020-01-29,1,1,5,FALSE
NA,Philippines,2020-01-30,1,0,5,FALSE
NA,Philippines,2020-01-31,1,0,5,FALSE
NA,Philippines,2020-02-01,1,0,5,FALSE
NA,Philippines,2020-02-02,2,1,6,FALSE
NA,Philippines,2020-02-03,2,0,6,FALSE
NA,Philippines,2020-02-04,2,0,6,FALSE
NA,Philippines,2020-02-05,2,0,6,FALSE
NA,Philippines,2020-02-06,2,0,6,FALSE
NA,Russia,2020-01-20,0,0,4,FALSE
NA,Russia,2020-01-21,0,0,4,FALSE
NA,Russia,2020-01-22,0,0,4,FALSE
NA,Russia,2020-01-23,0,0,4,FALSE
NA,Russia,2020-01-24,0,0,4,FALSE
NA,Russia,2020-01-25,0,0,4,FALSE
NA,Russia,2020-01-26,0,0,5,FALSE
NA,Russia,2020-01-27,0,0,5,FALSE
NA,Russia,2020-01-28,0,0,5,FALSE
NA,Russia,2020-01-29,0,0,5,FALSE
NA,Russia,2020-01-30,0,0,5,FALSE
NA,Russia,2020-01-31,2,2,5,FALSE
NA,Russia,2020-02-01,2,0,5,FALSE
NA,Russia,2020-02-02,2,0,6,FALSE
NA,Russia,2020-02-03,2,0,6,FALSE
NA,Russia,2020-02-04,2,0,6,FALSE
NA,Russia,2020-02-05,2,0,6,FALSE
NA,Russia,2020-02-06,2,0,6,FALSE
NA,Singapore,2020-01-20,0,0,4,FALSE
NA,Singapore,2020-01-21,0,0,4,FALSE
NA,Singapore,2020-01-22,0,0,4,FALSE
NA,Singapore,2020-01-23,1,1,4,FALSE
NA,Singapore,2020-01-24,3,2,4,FALSE
NA,Singapore,2020-01-25,3,0,4,FALSE
NA,Singapore,2020-01-26,4,1,5,FALSE
NA,Singapore,2020-01-27,5,1,5,FALSE
NA,Singapore,2020-01-28,7,2,5,FALSE
NA,Singapore,2020-01-29,10,3,5,FALSE
NA,Singapore,2020-01-30,10,0,5,FALSE
NA,Singapore,2020-01-31,16,6,5,FALSE
NA,Singapore,2020-02-01,18,2,5,FALSE
NA,Singapore,2020-02-02,18,0,6,FALSE
NA,Singapore,2020-02-03,18,0,6,FALSE
NA,Singapore,2020-02-04,24,6,6,FALSE
NA,Singapore,2020-02-05,24,0,6,FALSE
NA,Singapore,2020-02-06,28,4,6,FALSE
NA,South Korea,2020-01-20,0,0,4,FALSE
NA,South Korea,2020-01-21,0,0,4,FALSE
NA,South Korea,2020-01-22,1,1,4,FALSE
NA,South Korea,2020-01-23,1,0,4,FALSE
NA,South Korea,2020-01-24,2,1,4,FALSE
NA,South Korea,2020-01-25,2,0,4,FALSE
NA,South Korea,2020-01-26,3,1,5,FALSE
NA,South Korea,2020-01-27,4,1,5,FALSE
NA,South Korea,2020-01-28,4,0,5,FALSE
NA,South Korea,2020-01-29,4,0,5,FALSE
NA,South Korea,2020-01-30,4,0,5,FALSE
NA,South Korea,2020-01-31,11,7,5,FALSE
NA,South Korea,2020-02-01,12,1,5,FALSE
NA,South Korea,2020-02-02,15,3,6,FALSE
NA,South Korea,2020-02-03,15,0,6,FALSE
NA,South Korea,2020-02-04,16,1,6,FALSE
NA,South Korea,2020-02-05,16,0,6,FALSE
NA,South Korea,2020-02-06,23,7,6,FALSE
NA,Spain,2020-01-20,0,0,4,FALSE
NA,Spain,2020-01-21,0,0,4,FALSE
NA,Spain,2020-01-22,0,0,4,FALSE
NA,Spain,2020-01-23,0,0,4,FALSE
NA,Spain,2020-01-24,0,0,4,FALSE
NA,Spain,2020-01-25,0,0,4,FALSE
NA,Spain,2020-01-26,0,0,5,FALSE
NA,Spain,2020-01-27,0,0,5,FALSE
NA,Spain,2020-01-28,0,0,5,FALSE
NA,Spain,2020-01-29,0,0,5,FALSE
NA,Spain,2020-01-30,0,0,5,FALSE
NA,Spain,2020-01-31,0,0,5,FALSE
NA,Spain,2020-02-01,1,1,5,FALSE
NA,Spain,2020-02-02,1,0,6,FALSE
NA,Spain,2020-02-03,1,0,6,FALSE
NA,Spain,2020-02-04,1,0,6,FALSE
NA,Spain,2020-02-05,1,0,6,FALSE
NA,Spain,2020-02-06,1,0,6,FALSE
NA,Sri Lanka,2020-01-20,0,0,4,FALSE
NA,Sri Lanka,2020-01-21,0,0,4,FALSE
NA,Sri Lanka,2020-01-22,0,0,4,FALSE
NA,Sri Lanka,2020-01-23,0,0,4,FALSE
NA,Sri Lanka,2020-01-24,0,0,4,FALSE
NA,Sri Lanka,2020-01-25,0,0,4,FALSE
NA,Sri Lanka,2020-01-26,0,0,5,FALSE
NA,Sri Lanka,2020-01-27,1,1,5,FALSE
NA,Sri Lanka,2020-01-28,1,0,5,FALSE
NA,Sri Lanka,2020-01-29,1,0,5,FALSE
NA,Sri Lanka,2020-01-30,1,0,5,FALSE
NA,Sri Lanka,2020-01-31,1,0,5,FALSE
NA,Sri Lanka,2020-02-01,1,0,5,FALSE
NA,Sri Lanka,2020-02-02,1,0,6,FALSE
NA,Sri Lanka,2020-02-03,1,0,6,FALSE
NA,Sri Lanka,2020-02-04,1,0,6,FALSE
NA,Sri Lanka,2020-02-05,1,0,6,FALSE
NA,Sri Lanka,2020-02-06,1,0,6,FALSE
NA,Sweden,2020-01-20,0,0,4,FALSE
NA,Sweden,2020-01-21,0,0,4,FALSE
NA,Sweden,2020-01-22,0,0,4,FALSE
NA,Sweden,2020-01-23,0,0,4,FALSE
NA,Sweden,2020-01-24,0,0,4,FALSE
NA,Sweden,2020-01-25,0,0,4,FALSE
NA,Sweden,2020-01-26,0,0,5,FALSE
NA,Sweden,2020-01-27,0,0,5,FALSE
NA,Sweden,2020-01-28,0,0,5,FALSE
NA,Sweden,2020-01-29,0,0,5,FALSE
NA,Sweden,2020-01-30,0,0,5,FALSE
NA,Sweden,2020-01-31,1,1,5,FALSE
NA,Sweden,2020-02-01,1,0,5,FALSE
NA,Sweden,2020-02-02,1,0,6,FALSE
NA,Sweden,2020-02-03,1,0,6,FALSE
NA,Sweden,2020-02-04,1,0,6,FALSE
NA,Sweden,2020-02-05,1,0,6,FALSE
NA,Sweden,2020-02-06,1,0,6,FALSE
NA,Thailand,2020-01-20,0,0,4,FALSE
NA,Thailand,2020-01-21,2,2,4,FALSE
NA,Thailand,2020-01-22,2,0,4,FALSE
NA,Thailand,2020-01-23,3,1,4,FALSE
NA,Thailand,2020-01-24,5,2,4,FALSE
NA,Thailand,2020-01-25,7,2,4,FALSE
NA,Thailand,2020-01-26,8,1,5,FALSE
NA,Thailand,2020-01-27,8,0,5,FALSE
NA,Thailand,2020-01-28,14,6,5,FALSE
NA,Thailand,2020-01-29,14,0,5,FALSE
NA,Thailand,2020-01-30,14,0,5,FALSE
NA,Thailand,2020-01-31,19,5,5,FALSE
NA,Thailand,2020-02-01,19,0,5,FALSE
NA,Thailand,2020-02-02,19,0,6,FALSE
NA,Thailand,2020-02-03,19,0,6,FALSE
NA,Thailand,2020-02-04,25,6,6,FALSE
NA,Thailand,2020-02-05,25,0,6,FALSE
NA,Thailand,2020-02-06,25,0,6,FALSE
NA,UK,2020-01-20,0,0,4,FALSE
NA,UK,2020-01-21,0,0,4,FALSE
NA,UK,2020-01-22,0,0,4,FALSE
NA,UK,2020-01-23,0,0,4,FALSE
NA,UK,2020-01-24,0,0,4,FALSE
NA,UK,2020-01-25,0,0,4,FALSE
NA,UK,2020-01-26,0,0,5,FALSE
NA,UK,2020-01-27,0,0,5,FALSE
NA,UK,2020-01-28,0,0,5,FALSE
NA,UK,2020-01-29,0,0,5,FALSE
NA,UK,2020-01-30,0,0,5,FALSE
NA,UK,2020-01-31,2,2,5,FALSE
NA,UK,2020-02-01,2,0,5,FALSE
NA,UK,2020-02-02,2,0,6,FALSE
NA,UK,2020-02-03,2,0,6,FALSE
NA,UK,2020-02-04,2,0,6,FALSE
NA,UK,2020-02-05,2,0,6,FALSE
NA,UK,2020-02-06,2,0,6,FALSE
NA,United Arab Emirates,2020-01-20,0,0,4,FALSE
NA,United Arab Emirates,2020-01-21,0,0,4,FALSE
NA,United Arab Emirates,2020-01-22,0,0,4,FALSE
NA,United Arab Emirates,2020-01-23,0,0,4,FALSE
NA,United Arab Emirates,2020-01-24,0,0,4,FALSE
NA,United Arab Emirates,2020-01-25,0,0,4,FALSE
NA,United Arab Emirates,2020-01-26,0,0,5,FALSE
NA,United Arab Emirates,2020-01-27,0,0,5,FALSE
NA,United Arab Emirates,2020-01-28,0,0,5,FALSE
NA,United Arab Emirates,2020-01-29,4,4,5,FALSE
NA,United Arab Emirates,2020-01-30,4,0,5,FALSE
NA,United Arab Emirates,2020-01-31,4,0,5,FALSE
NA,United Arab Emirates,2020-02-01,4,0,5,FALSE
NA,United Arab Emirates,2020-02-02,5,1,6,FALSE
NA,United Arab Emirates,2020-02-03,5,0,6,FALSE
NA,United Arab Emirates,2020-02-04,5,0,6,FALSE
NA,United Arab Emirates,2020-02-05,5,0,6,FALSE
NA,United Arab Emirates,2020-02-06,5,0,6,FALSE
NA,Vietnam,2020-01-20,0,0,4,FALSE
NA,Vietnam,2020-01-21,0,0,4,FALSE
NA,Vietnam,2020-01-22,0,0,4,FALSE
NA,Vietnam,2020-01-23,2,2,4,FALSE
NA,Vietnam,2020-01-24,2,0,4,FALSE
NA,Vietnam,2020-01-25,2,0,4,FALSE
NA,Vietnam,2020-01-26,2,0,5,FALSE
NA,Vietnam,2020-01-27,2,0,5,FALSE
NA,Vietnam,2020-01-28,2,0,5,FALSE
NA,Vietnam,2020-01-29,2,0,5,FALSE
NA,Vietnam,2020-01-30,2,0,5,FALSE
NA,Vietnam,2020-01-31,2,0,5,FALSE
NA,Vietnam,2020-02-01,6,4,5,FALSE
NA,Vietnam,2020-02-02,6,0,6,FALSE
NA,Vietnam,2020-02-03,8,2,6,FALSE
NA,Vietnam,2020-02-04,8,0,6,FALSE
NA,Vietnam,2020-02-05,8,0,6,FALSE
NA,Vietnam,2020-02-06,10,2,6,FALSE
